Price,Covered Area,Project Name,sqft Price,Carpet Area,Area Name,Society,furnished Type,Bathroom,Facing,Transaction Type,Type of Property,bedroom,isPrimeLocationProperty,Property,balconies,floor_ratio,Parking_Status,amenity_score,luxury_score
0.82,660.0,Wadhwa Solitaire,12348.0,442.0,Kolshet Road,0,Unfurnished,2.0,East,Resale,Apartment,1,0,1,1.0,0.4,Unknown,0,0
0.65,450.0,Unknown Project,14444.0,364.2857142857143,Naupada,0,Unfurnished,2.0,North,Resale,Builder Floor Apartment,2,0,2,1.0,1.0,Unknown,0,0
0.68,423.0,Unknown Project,16076.0,307.10227272727275,Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,1,0,1,1.0,0.14285714285714285,Unknown,0,0
1.0,560.0,Unknown Project,17857.0,406.5656565656566,Kolshet Road,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.15,Unknown,0,0
1.7,1500.0,Unknown Project,11333.0,1200.0,Koliwada,0,Semi-Furnished,3.0,North,Resale,Apartment,4,0,4,1.0,1.0,Available,3,6
0.8,743.79,Unknown Project,10755.724061899193,540.0,Khopat,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.3333333333333333,Unknown,1,2
1.0,900.0,Unknown Project,11111.0,653.4090909090909,Kolshet Road,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.8571428571428571,Unknown,1,2
1.75,1490.0,Cosmos Horizon,11745.0,984.0,Pokharan Road Number 2,1,Unfurnished,3.0,West,New Property,Apartment,3,1,3,4.0,0.25925925925925924,Available,5,2
0.82,499.0,Lodha Casa Viva,16433.0,419.0,Majiwada,0,Unfurnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.90625,Unknown,1,2
1.2,1100.0,Palacia,10909.0,870.0,Waghbil,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,3,1,3,2.0,0.0625,Unknown,4,2
0.95,650.0,Lahoti House,14615.0,500.0,Thane West,0,Unfurnished,2.0,East,Resale,Apartment,1,1,1,2.0,0.14285714285714285,Unknown,2,2
0.55,435.0,Unknown Project,12644.0,315.81439393939394,Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.75,Unknown,1,2
1.2,470.0,Tata Serein,25532.0,341.22474747474746,Pokharan Road Number 2,0,Unfurnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.5151515151515151,Unknown,1,2
0.33,430.0,Unknown Project,7674.0,348.0952380952381,Thane West,0,Semi-Furnished,1.0,South -West,Resale,Builder Floor Apartment,1,1,1,1.0,0.0,Unknown,1,2
1.39,1150.0,Unknown Project,12087.0,717.0,Naupada,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,3.0,0.2857142857142857,Unknown,3,2
0.8,450.0,Unknown Project,17778.0,326.70454545454544,Kolshet Road,0,Semi-Furnished,2.0,North - East,Resale,Apartment,1,0,1,1.0,0.8518518518518519,Unknown,0,0
0.95,1100.0,Unknown Project,8636.0,798.6111111111111,Thane West,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.5625,Unknown,1,0
0.9,675.0,Lodha Splendora,13333.0,450.0,Bhayandarpada,0,Semi-Furnished,2.0,East,Resale,Apartment,1,0,1,1.0,0.3870967741935484,Unknown,0,0
0.52,250.0,Unknown Project,20800.0,250.0,Vartak Nagar,0,Unfurnished,1.0,Unknown,Resale,Residential House,1,0,1,1.0,0.3076923076923077,Unknown,0,0
0.85,820.0,Saket Nagari,10366.0,663.8095238095237,Thane West,0,Unfurnished,2.0,East,Resale,Builder Floor Apartment,2,0,2,2.0,0.6666666666666666,Available,1,0
0.7,826.43,Unknown Project,8470.166862287188,600.0,Vrindavan Society,0,Furnished,2.0,East,Resale,Apartment,2,0,2,1.0,1.0,Unknown,0,0
0.75,700.0,Unknown Project,10714.0,550.0,Naupada,0,Semi-Furnished,1.0,East,Resale,Apartment,2,0,2,1.0,0.5714285714285714,Available,0,0
0.52,472.0,Unknown Project,11017.0,431.0,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,2.0,1.0,Unknown,1,0
1.55,950.0,Rustomjee Azziano L Wing,16316.0,689.709595959596,Majiwada,0,Furnished,2.0,Unknown,Resale,Apartment,2,0,2,2.0,0.6486486486486487,Unknown,1,0
0.35,688.7,Unknown Project,5082.038623493539,500.0,Lokmanya Nagar,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.2,Unknown,0,0
0.58,560.0,Unknown Project,10357.0,406.5656565656566,Thane West,1,Semi-Furnished,1.0,Unknown,New Property,Apartment,1,0,1,1.0,0.6111111111111112,Unknown,0,0
0.77,725.0,Buddhadev Vihar,10621.0,526.3573232323232,Manpada,0,Semi-Furnished,1.0,West,Resale,Apartment,1,0,1,2.0,0.14285714285714285,Unknown,1,0
1.2,639.0,Dosti Oak,18779.0,463.92045454545456,Balkum village,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.5666666666666667,Unknown,0,0
1.2,1000.0,Unknown Project,12000.0,726.010101010101,Vasant Vihar,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.0,Unknown,1,0
1.58,921.0,Godrej Emerald,17155.0,921.0,Bhayandarpada,0,Unfurnished,3.0,East,New Property,Apartment,1,0,1,2.0,0.7142857142857143,Unknown,2,0
0.28,450.0,Unknown Project,6222.0,326.70454545454544,Majiwada,0,Unfurnished,2.0,Unknown,Resale,Apartment,1,0,1,1.0,0.07142857142857142,Unknown,0,0
1.5,840.0,Unknown Project,17857.0,609.8484848484849,Panch Pakhdi,0,Furnished,2.0,East,New Property,Apartment,2,0,2,2.0,0.7142857142857143,Unknown,1,0
0.49,350.0,Unknown Project,14000.0,235.0,Charai,0,Semi-Furnished,1.0,North - East,Resale,Apartment,1,0,1,1.0,0.5714285714285714,Unknown,0,0
0.8,510.0,Dev Daya,15686.0,370.2651515151515,Pokharan Road Number 1,0,Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.42857142857142855,Unknown,0,0
0.53,520.0,Bhoomi Acres Phase 2,10192.0,377.52525252525254,Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.35294117647058826,Unknown,0,0
0.6,317.0,Lodha Crown,18927.0,230.14520202020202,Majiwada,0,Unfurnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.9130434782608695,Unknown,1,2
0.85,565.0,Unknown Project,15044.0,500.0,Vartak Nagar,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.2857142857142857,Unknown,1,2
0.67,720.0,Unknown Project,9306.0,522.7272727272727,Thane West,0,Furnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.6190476190476191,Unknown,1,2
0.15,275.48,Dhamale Niwas,5445.041382314505,200.0,Lokmanya Nagar,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.0,Unknown,1,2
0.75,485.0,Puraniks Grand Central,15464.0,420.0,Vartak Nagar,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,2.0,0.6666666666666666,Unknown,2,2
0.45,475.0,Unknown Project,9474.0,384.5238095238095,Majiwada,0,Semi-Furnished,1.0,Unknown,Resale,Builder Floor Apartment,1,1,1,1.0,0.5,Unknown,1,2
0.54,555.0,Vegas Plaza,9730.0,410.0,Owale,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.7142857142857143,Unknown,1,2
1.0,750.0,Unknown Project,13333.0,544.5075757575758,Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,2,1,2,2.0,0.3333333333333333,Unknown,2,2
0.35,350.0,Unknown Project,10000.0,254.10353535353536,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.25,Unknown,1,2
0.85,620.0,Unknown Project,13710.0,450.0,Hiranandani Estate,0,Furnished,1.0,East,Resale,Apartment,1,1,1,1.0,0.6666666666666666,Unknown,1,2
1.3,881.53,Samrin Imperial Heights Apartment,14747.08745022858,640.0,Jambli Naka,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,0,2,3.0,0.3333333333333333,Available,1,0
0.25,225.0,Unknown Project,11111.0,200.0,Thane West,0,Unfurnished,1.0,East,Resale,Apartment,1,0,1,1.0,1.0,Unknown,0,0
0.51,418.0,Unknown Project,12201.0,303.47222222222223,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.8,Unknown,0,0
0.3,533.0,Unknown Project,5628.0,386.96338383838383,Savarkar Nagar,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.8,Unknown,0,0
0.58,520.0,Bhoomi Acres Phase 2,11154.0,377.52525252525254,Waghbil,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.3157894736842105,Unknown,0,0
0.57,495.0,Raunak Unnathi Woods Phase 7,11515.0,375.0,Anand Nagar Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Builder Floor Apartment,1,0,1,1.0,1.0,Unknown,0,0
0.35,550.0,Unknown Project,6364.0,399.30555555555554,Shivaji Nagar,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.125,Unknown,0,0
0.8,700.0,Saraswati Darshan,11429.0,508.2070707070707,Panch Pakhdi,0,Unfurnished,1.0,East,Resale,Apartment,1,0,1,1.0,0.42857142857142855,Unknown,0,0
2.5,1000.0,Unknown Project,25000.0,809.5238095238095,Thane West,0,Unfurnished,2.0,Unknown,Resale,Builder Floor Apartment,3,0,3,1.0,1.0,Unknown,3,0
2.8,1800.0,Flower Valley,15556.0,1476.5077442242796,Khopat,0,Semi-Furnished,3.0,Unknown,Resale,Residential House,3,0,3,1.0,-0.5,Unknown,4,4
1.0,680.0,Saket Complex,14706.0,493.6868686868687,Thane West,0,Furnished,2.0,East,Resale,Apartment,2,0,2,1.0,0.7142857142857143,Unknown,0,0
1.2,450.0,Unknown Project,26667.0,326.70454545454544,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.875,Unknown,0,0
1.21,1150.0,Unknown Project,10530.0,717.0,Bhaskar Colony,0,Unfurnished,2.0,Unknown,New Property,Apartment,2,0,2,3.0,0.2857142857142857,Unknown,2,0
2.6,1200.0,Unknown Project,21667.0,900.0,Thane West,0,Semi-Furnished,3.0,Unknown,Resale,Apartment,3,0,3,1.0,0.4827586206896552,Unknown,4,0
0.7,425.0,Pratap Tower,16471.0,308.55429292929296,Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.0,Unknown,0,0
0.87,520.0,Unknown Project,16731.0,480.0,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.25,Unknown,0,0
0.7,586.0,Nand Park,11945.0,455.0,Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.1111111111111111,Unknown,0,0
1.2,995.0,STG Marigold Siddheshwar Garden,12060.0,722.3800505050505,Kolshet Road,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,2.0,0.37037037037037035,Unknown,1,0
1.39,717.0,Unknown Project,19386.0,520.5492424242424,Naupada,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.2857142857142857,Unknown,0,0
1.25,956.0,Highland Park CHS,13075.0,574.0,Dhokali,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,0,2,2.0,1.0,Unknown,1,0
0.35,450.0,Unknown Project,7778.0,326.70454545454544,Mahagiri Koliwada,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.8,Unknown,1,2
0.92,475.0,Lodha Crown,19368.0,344.854797979798,Majiwada,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.8260869565217391,Unknown,1,2
1.1,815.0,Lodha Paradise,13497.0,591.6982323232323,Majiwada,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.375,Unknown,1,2
0.85,454.0,Lodha Casa Viva,18722.0,454.0,Majiwada,0,Unfurnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.7333333333333333,Unknown,1,2
0.55,640.0,Haware Intelligentia Spectrum,8594.0,464.64646464646466,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.14285714285714285,Unknown,1,2
0.9,570.0,Unknown Project,15789.0,413.82575757575756,Thane West,0,Semi-Furnished,1.0,South - East,Resale,Apartment,1,1,1,2.0,0.25,Unknown,2,2
0.8,650.0,Unknown Project,12308.0,471.90656565656565,Vartak Nagar,0,Furnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.14285714285714285,Unknown,1,2
1.6,951.0,Kores Tower,16824.0,689.0,Vartak Nagar,0,Semi-Furnished,2.0,North - East,Resale,Apartment,2,1,2,1.0,0.5714285714285714,Unknown,1,2
0.55,421.0,Bhakti Park,13064.0,305.65025252525254,Anand Nagar Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,1,1,2.0,0.7142857142857143,Unknown,2,2
1.1,890.0,Buddhadev Vihar,12360.0,646.14898989899,Manpada,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,1,2,2.0,0.5,Unknown,2,2
1.1,840.0,Unknown Project,13095.0,600.0,Naupada,0,Semi-Furnished,2.0,North,Resale,Apartment,2,0,2,2.0,0.8571428571428571,Unknown,1,0
0.65,625.0,Unknown Project,10400.0,475.0,Naupada,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.7142857142857143,Unknown,0,0
2.18,1675.0,Runwal Garden City,13015.0,1216.0669191919192,Thane West,0,Unfurnished,3.0,Unknown,Resale,Apartment,3,0,3,1.0,0.8333333333333334,Unknown,4,4
3.0,2300.0,Gagangiri Park,13043.0,1900.0,Panch Pakhdi,1,Furnished,3.0,North - East,Rent/Lease,Apartment,5,0,5,2.0,0.0,Unknown,5,6
0.3,415.0,Unknown Project,7229.0,320.0,Bhayandarpada,0,Unfurnished,1.0,East,Resale,Apartment,1,0,1,1.0,1.0,Unknown,0,0
0.9,730.0,Hubtown Greenwood,12329.0,528.0,Vartak Nagar,0,Unfurnished,2.0,East,Resale,Apartment,2,0,2,2.0,0.8333333333333334,Unknown,1,0
1.6,1271.0,Unknown Project,12589.0,922.7588383838383,Bhayandarpada,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.6296296296296297,Unknown,1,0
2.0,2100.0,Unknown Project,9523.0,1500.0,Savarkar Nagar,0,Unfurnished,3.0,Unknown,Resale,Residential House,3,0,3,2.0,0.0,Unknown,5,4
0.39,615.0,Unknown Project,6341.0,615.0,Balkum Naka,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,1,0,1,1.0,0.5714285714285714,Unknown,0,0
1.24,838.0,Unknown Project,19224.0,645.0,Pokharan Road Number 1,0,Unfurnished,2.0,North - East,Resale,Apartment,2,0,2,2.0,0.2962962962962963,Available,1,0
1.6,1300.0,Nyati Shubharambh Complex,12308.0,943.8131313131313,Thane West,0,Furnished,3.0,Unknown,Resale,Apartment,3,0,3,3.0,0.8571428571428571,Unknown,4,0
1.27,423.0,Unknown Project,30024.0,307.10227272727275,Naupada,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.75,Unknown,0,0
1.11,912.0,Geeta Society,12171.0,761.0,Charai,0,Furnished,1.0,Unknown,Resale,Apartment,2,0,2,2.0,1.0,Unknown,1,0
1.6,700.0,Unknown Project,22857.0,656.0,Pokharan Road Number 2,0,Unfurnished,2.0,East,Resale,Apartment,2,0,2,2.0,0.5757575757575758,Unknown,1,0
0.57,435.0,Unknown Project,13103.0,315.81439393939394,Majiwada,0,Semi-Furnished,1.0,South -West,Resale,Apartment,1,0,1,1.0,0.0,Unknown,0,0
2.4,1072.0,Ashar Sapphire,22388.0,927.0,Kapurbawdi,0,Unfurnished,3.0,Unknown,Resale,Apartment,3,0,3,4.0,0.9629629629629629,Unknown,5,0
0.8,533.0,Unknown Project,15009.0,386.96338383838383,Naupada,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.7142857142857143,Unknown,0,0
1.02,640.0,Unknown Project,15938.0,464.64646464646466,Naupada,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.3333333333333333,Unknown,1,2
0.32,340.0,Unknown Project,9412.0,275.23809523809524,Majiwada,0,Unfurnished,1.0,Unknown,Resale,Builder Floor Apartment,2,1,2,1.0,0.2,Unknown,1,2
1.5,999.0,Avon,15015.0,750.0,Hiranandani Estate,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,2.0,0.6666666666666666,Unknown,2,2
0.95,700.0,Unknown Project,13571.0,638.0,Kolbad,0,Semi-Furnished,2.0,South - East,New Property,Apartment,2,1,2,1.0,0.9,Unknown,1,2
1.22,847.0,Unknown Project,14404.0,685.6666666666666,Panch Pakhdi,0,Semi-Furnished,2.0,Unknown,Resale,Builder Floor Apartment,2,1,2,1.0,0.2,Unknown,1,2
0.72,495.0,Unknown Project,14545.0,359.375,Bhayandarpada,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.32558139534883723,Unknown,1,2
0.82,550.0,Unknown Project,15000.0,399.30555555555554,Thane West,0,Furnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.25,Unknown,1,2
0.85,465.0,Unknown Project,18280.0,337.594696969697,Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,1.0,Unknown,1,2
1.21,885.0,Unknown Project,13672.0,642.5189393939394,Kolshet Road,0,Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.5263157894736842,Unknown,1,2
0.9,436.0,Unknown Project,20642.0,316.54040404040404,Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.9310344827586207,Available,1,2
0.85,615.0,Unknown Project,13821.0,475.0,Thane West,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,0.08333333333333333,Unknown,1,2
0.48,650.0,Lodha Codename Premier,7384.0,444.0,Manpada,1,Unfurnished,2.0,East,New Property,Apartment,1,1,1,1.0,0.3333333333333333,Unknown,1,2
1.8,1000.0,The Verraton,18000.0,726.010101010101,Manpada,0,Furnished,2.0,East,Resale,Apartment,3,1,3,2.0,0.1935483870967742,Unknown,4,2
0.8,453.0,Puraniks Grand Central,17660.0,453.0,Vartak Nagar,0,Semi-Furnished,2.0,East,New Property,Apartment,1,1,1,1.0,0.8181818181818182,Unknown,1,2
1.56,1185.0,Lodha Amara,13165.0,1000.0,Kolshet Road,0,Unfurnished,3.0,East,Resale,Apartment,3,1,3,1.0,0.5333333333333333,Unknown,4,2
1.31,1250.0,Rustomjee Urbania,10480.0,599.0,Majiwada,1,Unfurnished,2.0,North - East,New Property,Apartment,2,1,2,2.0,0.6382978723404256,Available,3,2
1.15,864.0,Dosti Vijeta,13310.0,540.0,Vartak Nagar,0,Semi-Furnished,2.0,East,Resale,Apartment,2,1,2,1.0,0.1724137931034483,Available,1,2
1.45,999.0,Palacia Kingston Phase 2,14515.0,675.0,Hiranandani Estate,0,Furnished,2.0,East,Resale,Apartment,2,0,2,3.0,0.35,Unknown,1,0
0.82,922.85,Unknown Project,8885.5176897654,670.0,Manpada,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.6666666666666666,Unknown,0,0
2.25,1200.0,Unknown Project,18750.0,750.0,Vishnu Nagar,0,Furnished,2.0,Unknown,Resale,Apartment,2,0,2,3.0,0.6818181818181818,Unknown,3,0
0.9,850.0,Nisarg Tapovan,10588.0,650.0,Patlipada,0,Unfurnished,2.0,North - East,Resale,Apartment,2,0,2,1.0,1.0,Available,0,0
1.22,1000.0,minal Chhaya CHS,12200.0,726.010101010101,Panch Pakhdi,0,Unfurnished,3.0,South,Resale,Apartment,2,0,2,1.0,1.0,Available,2,0
2.2,651.0,Tata Serein,33794.0,472.63257575757575,Pokharan Road Number 2,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.9375,Unknown,1,0
0.8,571.0,Unknown Project,14011.0,414.55176767676767,Thane West,0,Semi-Furnished,1.0,North - East,Resale,Apartment,1,0,1,1.0,1.0,Available,0,0
2.25,1317.0,Unknown Project,17084.0,800.0,Teen Hath Naka,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,1,2,2.0,1.0,Unknown,4,2
0.64,468.31,Unknown Project,13666.161303410134,340.0,Majiwada,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.6428571428571429,Unknown,0,0
0.7,650.0,Pioneer Park,10769.0,471.90656565656565,Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,1,0,1,1.0,0.875,Unknown,0,0
0.73,569.0,shree laxmi park vartak nagar thane,12830.0,450.0,Lokmanya Nagar,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.4444444444444444,Unknown,0,0
0.85,665.0,Lodha Amara,12782.0,482.79671717171715,Kolshet Road,0,Furnished,2.0,East,Resale,Apartment,1,0,1,1.0,0.6,Available,0,0
0.72,820.0,Saket Nagari,8780.0,685.0,Thane West,0,Semi-Furnished,2.0,North - East,Resale,Apartment,2,0,2,2.0,0.5714285714285714,Unknown,1,0
1.14,965.0,Unknown Project,11606.0,700.0,Vartak Nagar,0,Unfurnished,2.0,North - East,Resale,Residential House,2,0,2,4.0,0.3,Available,1,0
0.28,300.0,Unknown Project,9500.0,217.8030303030303,Khopat,0,Semi-Furnished,1.0,East,Resale,Apartment,1,0,1,1.0,0.5714285714285714,Available,0,0
0.24,325.0,Unknown Project,7385.0,235.95328282828282,Thane West,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.875,Unknown,0,0
1.4,792.0,Highland Park,17677.0,575.0,Kolshet Road,0,Unfurnished,3.0,Unknown,Resale,Apartment,2,1,2,1.0,0.6296296296296297,Unknown,2,2
1.95,1130.0,Sheth Vasant Lawns,17257.0,830.0,Majiwada,0,Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.6956521739130435,Unknown,2,2
0.9,515.0,Ganesh Niwas CHS,17476.0,373.895202020202,Charai,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,1,1,1.0,1.0,Unknown,1,2
1.15,1050.0,Vakratunda Residency,10952.0,721.0,Dhokali,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.75,Unknown,2,2
0.8,880.0,Rutu Enclave,9091.0,638.8888888888889,Anand Nagar Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,2.0,0.2857142857142857,Unknown,2,2
1.25,1044.0,VICTORIA VFVA LODHA PARADISE,11973.0,760.0,Majiwada,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.6111111111111112,Unknown,2,2
0.93,699.0,Unknown Project,13305.0,507.4810606060606,Anand Nagar Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.375,Unknown,1,2
1.12,790.0,Unknown Project,14177.0,700.0,Thane West,0,Semi-Furnished,2.0,West,Resale,Builder Floor Apartment,2,1,2,1.0,0.5,Available,1,2
0.75,450.0,Lodha Amara,16667.0,326.70454545454544,Kolshet Road,0,Unfurnished,2.0,Unknown,Resale,Apartment,1,1,1,1.0,0.08333333333333333,Available,1,2
1.8,1350.0,Unknown Project,13333.0,980.1136363636364,Waghbil,0,Semi-Furnished,3.0,Unknown,Resale,Apartment,3,1,3,1.0,0.8333333333333334,Unknown,4,2
0.5,330.0,Unknown Project,15152.0,325.0,Vartak Nagar,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.0,Unknown,0,0
0.6,850.0,Vedant Apartments,7059.0,617.1085858585859,Thane West,0,Unfurnished,2.0,Unknown,Resale,Apartment,2,0,2,3.0,1.0,Unknown,1,0
1.15,900.0,Cosmos Paradise Cirrus,12778.0,666.0,Pokharan Road Number 2,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,0,2,2.0,0.07142857142857142,Unknown,1,0
1.65,1400.0,Lodha Amara,11786.0,955.0,Kolshet Road,0,Semi-Furnished,3.0,North - East,Resale,Apartment,3,0,3,1.0,0.8518518518518519,Available,3,0
1.2,770.0,Runwal Estate,15584.0,559.0277777777778,Manpada,0,Furnished,2.0,Unknown,Resale,Apartment,2,0,2,2.0,1.0,Unknown,1,0
0.4,565.0,Unknown Project,7080.0,410.19570707070704,Balkum Naka,0,Semi-Furnished,1.0,Unknown,Resale,Apartment,2,0,2,1.0,1.0,Unknown,0,0
0.66,610.0,Unknown Project,10820.0,442.8661616161616,Uthalsar,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.0,Unknown,0,0
2.0,1360.0,Arihant Tower,14706.0,1000.0,Thane West,0,Furnished,2.0,South,Resale,Apartment,3,0,3,3.0,0.3333333333333333,Available,4,0
1.15,1200.0,Unknown Project,9583.0,871.2121212121212,Mahagiri Koliwada,0,Furnished,3.0,Unknown,Resale,Apartment,2,0,2,1.0,0.7692307692307693,Unknown,2,0
0.75,560.0,Aakar Park,13393.0,560.0,Charai,0,Semi-Furnished,1.0,North - East,Resale,Apartment,1,0,1,1.0,0.5,Unknown,0,0
0.75,462.0,Unknown Project,16234.0,379.0,Naupada,0,Unfurnished,1.0,East,Resale,Apartment,1,0,1,1.0,0.5,Unknown,0,0
1.4,980.0,Maitri Nirmal,14286.0,865.0,Louis Wadi,0,Semi-Furnished,2.0,North,New Property,Apartment,2,0,2,2.0,0.8333333333333334,Available,1,0
3.5,2100.0,Unknown Project,16667.0,1500.0,Naupada,0,Unfurnished,4.0,North,Resale,Apartment,4,0,4,4.0,0.75,Unknown,5,7
0.34,585.0,Gulmohar Apartment,5812.0,424.71590909090907,Manpada,0,Furnished,1.0,Unknown,Resale,Apartment,1,0,1,2.0,0.42857142857142855,Unknown,1,0
0.85,738.0,Unknown Project,11518.0,535.7954545454545,Thane West,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,1.0,Unknown,0,0
0.76,550.0,Highland Park,13818.0,392.0,Kolshet Road,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,1.0,Unknown,0,0
0.45,440.0,Unknown Project,10227.0,319.44444444444446,Manpada,0,Unfurnished,1.0,Unknown,Resale,Apartment,1,0,1,1.0,0.375,Unknown,0,0
1.0,850.0,Laxmi Park,11765.0,617.1085858585859,Vartak Nagar,0,Furnished,2.0,Unknown,Resale,Apartment,2,0,2,2.0,0.4,Unknown,1,0
1.3,935.0,Highland Park,13904.0,678.8194444444445,Kolshet Road,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,0,2,1.0,0.2727272727272727,Unknown,0,0
0.75,715.0,Unknown Project,10490.0,519.0972222222222,Wagle Industrial Estate,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,1,0,1,1.0,0.75,Unknown,0,0
1.1,611.0,Rosa Royale,18003.0,443.5921717171717,Hiranandani Estate,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,2.0,0.8125,Unknown,2,2
1.4,918.0,Asiatic Enclave,15251.0,750.0,Vartak Nagar,0,Semi-Furnished,2.0,Unknown,Resale,Apartment,2,1,2,1.0,0.6363636363636364,Unknown,1,2
1.45,1650.0,Unknown Project,8788.0,1015.0,Waghbil,0,Unfurnished,3.0,North,Resale,Apartment,3,1,3,3.0,0.0,Available,5,4
