bhk,price,which_floor,bathrooms,balcony,parking,location,buildup_area_sqft,is_ready_to_move,furnishing,age_category,latitude,longitude
1.0,0.78,Middle,2.0,0.0,1.0,Mira Road East,725.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,1.1,Higher,2.0,0.0,1.0,Kandivali East,645.0,1,Unfurnished,Relatively New,19.2051958,72.8626165
2.0,0.76,Higher,2.0,0.0,0.0,Goregaon East,825.0,1,Unknown,Mid Age,19.1692623,72.8552548
3.0,7.25,Higher,2.0,0.0,2.0,Juhu,2600.0,1,Fully Furnished,Old,19.1070215,72.8275275
2.0,1.9,Lower,2.0,0.0,1.0,Chembur,623.0,1,Unfurnished,Mid Age,19.054818,72.8979713
4.0,7.0,Lower,4.0,1.0,1.0,Juhu,1393.0,1,Unfurnished,New,19.1070215,72.8275275
3.0,3.5,Higher,3.0,0.0,2.0,Andheri West,1300.0,1,Unknown,Old,19.1172495,72.833968
1.0,0.65,Middle,2.0,3.0,0.0,Mira Road East,700.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,1.47,Lower,2.0,0.0,2.0,Sion,580.0,1,Semi Furnished,Old,19.0465213,72.8632834
4.0,7.9,Higher,3.0,2.0,4.0,Chembur,2000.0,1,Unfurnished,New,19.054818,72.8979713
1.0,1.1,Middle,2.0,0.0,0.0,Bhandup West,600.0,1,Semi Furnished,Mid Age,19.1462636,72.9339461
1.0,0.65,Unknown,2.0,0.0,1.0,Mira Road East,710.0,0,Unknown,Relatively New,19.286025,72.868886
3.0,4.5,Middle,1.0,0.0,1.0,Matunga East,985.0,1,Unknown,Old,19.0261579,72.8520846
1.0,0.46,Higher,3.0,0.0,1.0,Mira Road East,504.0,1,Unfurnished,Relatively New,19.286025,72.868886
2.0,1.9,Lower,2.0,1.0,1.0,Borivali East,856.0,1,Semi Furnished,Relatively New,19.2187187,72.8654856
1.0,1.04,Middle,1.0,2.0,2.0,Bhandup West,600.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
1.0,0.37,Unknown,1.0,0.0,1.0,Vasai East,695.0,0,Unknown,Relatively New,19.3981,72.84
2.0,1.65,Unknown,2.0,0.0,1.0,Dahisar East,615.0,0,Unknown,Relatively New,19.2599822,72.8598732
4.0,6.33,Unknown,4.0,0.0,2.0,Borivali West,2200.0,1,Unknown,Relatively New,19.2298129,72.8471376
2.0,1.15,Higher,2.0,2.0,2.0,Mira Road East,1050.0,1,Unfurnished,Mid Age,19.286025,72.868886
3.0,4.75,Unknown,3.0,3.0,3.0,Borivali West,1700.0,0,Unknown,Relatively New,19.2298129,72.8471376
3.0,2.4,Middle,3.0,0.0,0.0,Wadala East,820.0,1,Unfurnished,New,19.0210175,72.8568955
1.0,0.97,Higher,2.0,0.0,1.0,Borivali West,608.0,0,Unfurnished,Relatively New,19.2298129,72.8471376
2.0,1.81,Unknown,2.0,0.0,1.0,Mulund West,628.0,0,Unknown,Relatively New,19.1719717,72.9511956
3.0,2.8,Lower,3.0,1.0,1.0,Mulund East,1250.0,1,Semi Furnished,Old,19.1704719,72.9610447
3.0,5.99,Middle,1.0,0.0,1.0,Kurla East,1550.0,1,Fully Furnished,Old,19.0628944,72.8825604
2.0,1.95,Higher,2.0,0.0,0.0,Ghatkopar East,784.0,1,Semi Furnished,New,19.0833438,72.9123246
4.0,6.0,Middle,3.0,2.0,3.0,Mulund West,2186.0,1,Unfurnished,Relatively New,19.1719717,72.9511956
2.0,5.23,Unknown,2.0,0.0,1.0,Grant Road,900.0,1,Unknown,Relatively New,18.966359,72.8157301
4.0,11.0,Middle,4.0,0.0,2.0,Prabhadevi,2700.0,1,Semi Furnished,Mid Age,19.0074717,72.8358965
4.0,11.0,Higher,5.0,0.0,3.0,Dadar West,3000.0,1,Semi Furnished,Mid Age,19.0238887,72.8382236
3.0,5.17,Unknown,3.0,0.0,2.0,Andheri West,1400.0,1,Unknown,Relatively New,19.1172495,72.833968
1.0,0.47,Middle,2.0,0.0,1.0,Mira Road East,500.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,1.1,Higher,2.0,0.0,1.0,Mulund West,770.0,0,Unfurnished,Relatively New,19.1719717,72.9511956
3.0,1.85,Middle,2.0,0.0,1.0,Matunga East,750.0,1,Unfurnished,Mid Age,19.0261579,72.8520846
3.0,4.61,Unknown,3.0,0.0,2.0,Kanjurmarg,1400.0,1,Unknown,Relatively New,19.124102,72.9385562
1.0,1.3,Middle,1.0,0.0,1.0,Chembur,560.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,1.15,Higher,2.0,0.0,1.0,Andheri East,520.0,1,Unknown,Mid Age,19.1158835,72.854202
1.0,0.72,Middle,2.0,2.0,1.0,Mira Road East,620.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,1.64,Middle,2.0,0.0,1.0,Borivali West,1015.0,1,Unfurnished,New,19.2298129,72.8471376
2.0,2.5,Middle,2.0,1.0,2.0,Wadala,820.0,0,Semi Furnished,Relatively New,19.0210175,72.8568955
1.0,2.0,Higher,2.0,0.0,1.0,Mumbai Central,866.0,1,Semi Furnished,Old,18.9695855,72.8193152
2.0,1.6,Higher,2.0,0.0,2.0,Borivali West,700.0,1,Semi Furnished,Relatively New,19.2298129,72.8471376
2.0,1.25,Middle,2.0,0.0,1.0,Kandivali East,528.0,1,Unfurnished,Mid Age,19.2051958,72.8626165
3.0,3.5,Middle,2.0,1.0,2.0,Powai,1350.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
2.0,0.39,Lower,1.0,1.0,1.0,Virar West,1075.0,1,Unfurnished,Mid Age,19.455,72.811
1.0,1.65,Middle,1.0,0.0,1.0,Santacruz West,500.0,1,Unfurnished,New,19.0844004,72.8372899
2.0,1.05,Middle,2.0,3.0,1.0,Mira Road East,950.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,2.35,Middle,2.0,0.0,1.0,Powai,956.0,1,Fully Furnished,Old,19.1187195,72.9073476
1.0,1.15,Higher,2.0,0.0,0.0,Mulund East,700.0,1,Unknown,Old,19.1704719,72.9610447
1.0,0.58,Higher,2.0,0.0,1.0,Vasai West,776.0,1,Semi Furnished,Relatively New,19.3919,72.8054
1.0,2.5,Middle,1.0,0.0,1.0,Colaba,600.0,1,Fully Furnished,Old,18.9219661,72.8345657
1.0,0.34,Middle,1.0,2.0,1.0,Naigaon East,625.0,1,Unfurnished,New,19.0137704,72.846317
2.0,1.86,Unknown,2.0,0.0,1.0,Borivali East,900.0,1,Unknown,Relatively New,19.2187187,72.8654856
1.0,0.25,Lower,3.0,0.0,1.0,Boisar,620.0,1,Unknown,Mid Age,19.1911418,72.8729089
3.0,4.6,Middle,3.0,0.0,1.0,Matunga East,1100.0,1,Fully Furnished,Old,19.0261579,72.8520846
4.0,13.9,Unknown,4.0,0.0,2.0,Malabar Hill,2200.0,1,Unknown,Relatively New,18.9581616,72.8033665
1.0,0.98,Higher,2.0,1.0,1.0,Mira Road East,594.0,1,Unfurnished,New,19.286025,72.868886
1.0,1.05,Higher,2.0,0.0,1.0,Kandivali East,580.0,1,Semi Furnished,New,19.2051958,72.8626165
1.0,1.15,Middle,2.0,0.0,2.0,Borivali West,600.0,1,Unfurnished,New,19.2298129,72.8471376
2.0,2.7,Higher,3.0,0.0,2.0,Sion,1055.0,1,Semi Furnished,Relatively New,19.0465213,72.8632834
3.0,2.25,Higher,3.0,0.0,1.0,Mulund East,1000.0,1,Semi Furnished,Mid Age,19.1704719,72.9610447
3.0,6.95,Higher,3.0,0.0,2.0,Vile Parle West,1850.0,1,Unfurnished,New,19.103908,72.840301
1.0,1.64,Unknown,2.0,0.0,1.0,Chembur East,600.0,1,Unknown,Relatively New,19.0740472,72.8506755
2.0,2.22,Higher,1.0,0.0,1.0,Ghatkopar East,709.0,1,Semi Furnished,New,19.0833438,72.9123246
1.0,0.29,Middle,1.0,2.0,1.0,Virar West,650.0,1,Semi Furnished,Relatively New,19.455,72.811
2.0,1.75,Middle,2.0,0.0,1.0,Chembur,890.0,1,Unfurnished,Relatively New,19.054818,72.8979713
3.0,3.3,Middle,3.0,0.0,1.0,Chembur,1132.0,1,Unfurnished,New,19.054818,72.8979713
1.0,1.26,Lower,2.0,0.0,1.0,Andheri East,525.0,1,Unfurnished,New,19.1158835,72.854202
2.0,1.9,Middle,2.0,2.0,1.0,Andheri West,900.0,1,Unknown,Relatively New,19.1172495,72.833968
3.0,6.7,Higher,3.0,0.0,2.0,Lower Parel,1150.0,1,Fully Furnished,Relatively New,18.99568,72.8302756
2.0,1.35,Middle,2.0,0.0,2.0,Kandivali West,600.0,1,Semi Furnished,Relatively New,19.2055321,72.8399273
2.0,1.15,Middle,2.0,1.0,1.0,Thane West,900.0,1,Semi Furnished,Mid Age,19.2596635,72.9690861
3.0,4.12,Middle,3.0,0.0,1.0,Sion,1355.0,1,Unknown,Relatively New,19.0465213,72.8632834
2.0,2.15,Middle,2.0,3.0,1.0,Malad East,1050.0,1,Semi Furnished,Relatively New,19.1860219,72.8563181
5.0,16.5,Middle,5.0,2.0,4.0,Powai,4250.0,1,Unfurnished,Relatively New,19.1187195,72.9073476
3.0,2.65,Higher,2.0,3.0,3.0,Bhandup West,1250.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
2.0,0.64,Higher,2.0,3.0,2.0,Nalasopara East,986.0,1,Unknown,Mid Age,19.4219,72.8295
2.0,1.0,Middle,1.0,0.0,0.0,Kalbadevi,550.0,1,Semi Furnished,Old,18.9492575,72.8279382
1.0,0.71,Middle,2.0,0.0,1.0,Bhandup West,550.0,1,Semi Furnished,Old,19.1462636,72.9339461
2.0,2.25,Higher,2.0,0.0,0.0,Lower Parel,900.0,1,Unfurnished,New,18.99568,72.8302756
2.0,3.1,Lower,2.0,1.0,1.0,Wadala East,1395.0,1,Semi Furnished,Relatively New,19.0210175,72.8568955
1.0,1.05,Middle,2.0,0.0,0.0,Mulund East,650.0,1,Unknown,Relatively New,19.1704719,72.9610447
4.0,9.47,Unknown,4.0,0.0,2.0,Andheri West,2200.0,1,Unknown,Relatively New,19.1172495,72.833968
1.0,0.58,Middle,1.0,1.0,2.0,Goregaon East,545.0,1,Fully Furnished,Mid Age,19.1692623,72.8552548
3.0,3.74,Unknown,3.0,0.0,2.0,Ghatkopar West,1400.0,1,Unknown,Relatively New,19.0897439,72.9048035
2.0,3.75,Unknown,2.0,0.0,2.0,Fort,742.0,0,Unknown,Old,18.9219661,72.8345657
4.0,13.0,Middle,4.0,4.0,2.0,Andheri West,3300.0,1,Fully Furnished,Relatively New,19.1172495,72.833968
2.0,2.0,Lower,2.0,0.0,1.0,Andheri East,898.0,1,Unfurnished,New,19.1158835,72.854202
1.0,1.03,Higher,2.0,0.0,2.0,Goregaon West,560.0,1,Semi Furnished,Relatively New,19.1633281,72.8411995
3.0,13.0,Higher,3.0,1.0,2.0,Lower Parel,2500.0,1,Semi Furnished,Relatively New,18.99568,72.8302756
2.0,0.8,Higher,2.0,3.0,0.0,Mira Road East,950.0,1,Semi Furnished,Mid Age,19.286025,72.868886
3.0,5.2,Middle,2.0,0.0,2.0,Powai,1490.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
2.0,3.25,Unknown,2.0,1.0,1.0,Borivali West,1400.0,0,Unknown,Relatively New,19.2298129,72.8471376
1.0,0.72,Middle,1.0,0.0,1.0,Mira Road East,650.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,2.5,Lower,2.0,3.0,3.0,Jogeshwari East,850.0,1,Fully Furnished,Mid Age,19.1429467,72.8551559
2.0,1.71,Middle,2.0,0.0,1.0,Borivali East,850.0,1,Unfurnished,New,19.2187187,72.8654856
1.0,0.24,Higher,1.0,2.0,1.0,Boisar,620.0,1,Unfurnished,Mid Age,19.1911418,72.8729089
1.0,1.15,Unknown,2.0,0.0,0.0,Borivali West,550.0,0,Unknown,Relatively New,19.2298129,72.8471376
1.0,0.67,Middle,1.0,0.0,2.0,Santacruz East,350.0,1,Unknown,New,19.0781806,72.8677752
2.0,0.75,Higher,2.0,2.0,0.0,Dahisar East,820.0,1,Unfurnished,Mid Age,19.2599822,72.8598732
2.0,4.75,Lower,2.0,0.0,1.0,Colaba,1000.0,1,Semi Furnished,Old,18.9219661,72.8345657
3.0,2.65,Unknown,3.0,0.0,2.0,Ghatkopar East,1400.0,1,Unknown,Relatively New,19.0833438,72.9123246
1.0,0.3,Unknown,2.0,0.0,1.0,Virar West,650.0,0,Unknown,Relatively New,19.455,72.811
4.0,12.0,Middle,3.0,1.0,2.0,Powai,2700.0,1,Semi Furnished,Mid Age,19.1187195,72.9073476
3.0,4.36,Unknown,3.0,0.0,2.0,Vile Parle West,1400.0,1,Unknown,Relatively New,19.103908,72.840301
1.0,1.2,Lower,1.0,0.0,1.0,Chembur,700.0,1,Unknown,Old,19.054818,72.8979713
3.0,3.1,Unknown,3.0,0.0,2.0,Mulund West,1049.0,0,Unknown,Relatively New,19.1719717,72.9511956
1.0,1.1,Middle,1.0,0.0,1.0,Kandivali West,600.0,1,Unfurnished,Mid Age,19.2055321,72.8399273
3.0,6.5,Lower,3.0,1.0,2.0,Andheri West,1500.0,1,Unfurnished,Relatively New,19.1172495,72.833968
1.0,0.65,Middle,2.0,0.0,1.0,Mira Road East,680.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,0.66,Higher,2.0,2.0,0.0,Mira Road East,546.0,1,Unknown,Relatively New,19.286025,72.868886
0.5,0.3,Higher,1.0,0.0,0.0,Mankhurd,300.0,1,Fully Furnished,Mid Age,19.0482086,72.9317136
1.0,1.38,Middle,2.0,0.0,1.0,Goregaon West,550.0,1,Unfurnished,New,19.1633281,72.8411995
2.0,2.1,Middle,2.0,1.0,1.0,Kanjurmarg West,975.0,1,Semi Furnished,Mid Age,19.1321171,72.9273332
3.0,2.46,Higher,3.0,0.0,1.0,Andheri East,994.0,1,Unfurnished,New,19.1158835,72.854202
3.0,2.7,Middle,2.0,0.0,1.0,Wadala East,1300.0,1,Unfurnished,Mid Age,19.0210175,72.8568955
3.0,3.81,Unknown,3.0,0.0,2.0,Ghatkopar East,1400.0,1,Unknown,Relatively New,19.0833438,72.9123246
1.0,0.75,Middle,1.0,0.0,0.0,Kandivali East,560.0,1,Unfurnished,Old,19.2051958,72.8626165
1.0,0.72,Higher,2.0,3.0,0.0,Mira Road East,700.0,1,Unfurnished,Mid Age,19.286025,72.868886
4.0,6.5,Middle,3.0,0.0,3.0,Chembur,2406.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,0.94,Middle,2.0,0.0,1.0,Kurla East,589.0,0,Semi Furnished,Relatively New,19.0628944,72.8825604
2.0,2.6,Middle,2.0,0.0,1.0,Govandi,1200.0,1,Unfurnished,Mid Age,19.0553688,72.9150702
3.0,5.5,Middle,3.0,0.0,2.0,Andheri West,1600.0,1,Semi Furnished,Relatively New,19.1172495,72.833968
2.0,2.7,Higher,2.0,0.0,1.0,Agripada,1000.0,1,Unfurnished,Relatively New,18.9740205,72.8250202
1.0,1.05,Higher,1.0,0.0,1.0,Kandivali East,525.0,1,Unfurnished,Old,19.2051958,72.8626165
2.0,1.49,Higher,2.0,1.0,1.0,Kandivali West,850.0,1,Unfurnished,Mid Age,19.2055321,72.8399273
1.0,0.53,Higher,2.0,0.0,1.0,Mira Road East,570.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,2.7,Higher,2.0,2.0,1.0,Kandivali East,1103.0,1,Semi Furnished,Mid Age,19.2051958,72.8626165
3.0,4.6,Middle,3.0,0.0,1.0,Parel,1750.0,1,Unfurnished,Mid Age,18.9883872,72.8394086
1.0,1.45,Middle,1.0,0.0,1.0,Lower Parel,450.0,1,Unknown,New,18.99568,72.8302756
4.0,4.8,Higher,3.0,1.0,2.0,Mulund West,2013.0,1,Unfurnished,Mid Age,19.1719717,72.9511956
1.0,1.23,Middle,1.0,0.0,1.0,Powai,580.0,1,Unknown,Relatively New,19.1187195,72.9073476
2.0,2.45,Middle,2.0,2.0,1.0,Powai,1250.0,1,Unfurnished,Mid Age,19.1187195,72.9073476
4.0,6.0,Unknown,4.0,0.0,1.0,Santacruz East,1850.0,0,Unknown,Relatively New,19.0781806,72.8677752
1.0,1.53,Middle,2.0,0.0,0.0,Parel,480.0,1,Fully Furnished,Mid Age,18.9883872,72.8394086
3.0,2.6,Lower,3.0,0.0,1.0,Chembur,1350.0,1,Unfurnished,New,19.054818,72.8979713
3.0,3.7,Middle,3.0,1.0,2.0,Bhandup West,1339.0,1,Semi Furnished,Mid Age,19.1462636,72.9339461
1.0,0.65,Higher,2.0,0.0,1.0,Mira Road East,580.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,0.8,Lower,2.0,0.0,1.0,Dahisar East,450.0,1,Unfurnished,Old,19.2599822,72.8598732
2.0,1.8,Middle,2.0,0.0,1.0,Borivali West,1250.0,1,Unfurnished,Mid Age,19.2298129,72.8471376
2.0,1.5,Lower,2.0,0.0,0.0,Chembur,800.0,1,Unfurnished,Mid Age,19.054818,72.8979713
3.0,3.3,Higher,2.0,2.0,1.0,Powai,1444.0,1,Fully Furnished,Mid Age,19.1187195,72.9073476
3.0,3.55,Unknown,3.0,0.0,2.0,Ghatkopar,1400.0,1,Unknown,Relatively New,19.0856928,72.9083668
1.0,0.22,Lower,2.0,0.0,1.0,Naigaon East,850.0,1,Unfurnished,Relatively New,19.0137704,72.846317
1.0,0.33,Higher,1.0,2.0,1.0,Naigaon East,610.0,1,Unfurnished,New,19.0137704,72.846317
1.0,0.85,Higher,2.0,0.0,0.0,Vikhroli East,450.0,1,Unknown,Relatively New,19.1172592,72.9355194
2.0,3.48,Unknown,2.0,0.0,1.0,Andheri West,900.0,1,Unknown,Relatively New,19.1172495,72.833968
1.0,0.95,Lower,2.0,0.0,1.0,Kandivali East,650.0,1,Unknown,Old,19.2051958,72.8626165
1.0,1.15,Higher,2.0,0.0,1.0,Mulund East,490.0,1,Unknown,Mid Age,19.1704719,72.9610447
2.0,2.5,Middle,2.0,0.0,1.0,Powai,1120.0,1,Unfurnished,Old,19.1187195,72.9073476
2.0,2.7,Middle,2.0,3.0,1.0,Andheri East,900.0,1,Semi Furnished,Relatively New,19.1158835,72.854202
2.0,1.85,Middle,2.0,0.0,1.0,Kandivali West,700.0,1,Unfurnished,Relatively New,19.2055321,72.8399273
2.0,2.3,Unknown,2.0,0.0,1.0,Girgaon,900.0,1,Unknown,Relatively New,18.9543165,72.8179082
2.0,1.61,Middle,2.0,0.0,1.0,Malad West,980.0,1,Unfurnished,New,19.1852851,72.8358611
1.0,0.68,Middle,2.0,2.0,1.0,Mira Road East,700.0,1,Unknown,Relatively New,19.286025,72.868886
3.0,4.25,Unknown,3.0,0.0,0.0,Bandra East,1000.0,1,Unknown,Relatively New,19.0616565,72.8498111
3.0,2.78,Lower,2.0,1.0,2.0,Bhandup West,1641.0,1,Unfurnished,Mid Age,19.1462636,72.9339461
2.0,2.7,Lower,2.0,0.0,1.0,Mahim,1050.0,1,Semi Furnished,Mid Age,19.0427721,72.8407925
2.0,0.95,Lower,2.0,0.0,1.0,Mira Road East,940.0,1,Semi Furnished,New,19.286025,72.868886
1.0,0.5,Lower,1.0,0.0,1.0,Goregaon East,480.0,1,Semi Furnished,Mid Age,19.1692623,72.8552548
2.0,1.9,Higher,2.0,0.0,1.0,Chembur,1121.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,0.4,Higher,1.0,2.0,1.0,Nalasopara West,615.0,1,Semi Furnished,Mid Age,19.012455,72.835058
2.0,2.7,Higher,2.0,0.0,1.0,Santacruz East,875.0,1,Semi Furnished,New,19.0781806,72.8677752
3.0,2.85,Middle,3.0,0.0,1.0,Kandivali East,1150.0,1,Fully Furnished,Mid Age,19.2051958,72.8626165
2.0,1.55,Middle,3.0,2.0,0.0,Jogeshwari West,800.0,1,Semi Furnished,Relatively New,19.136394,72.8373817
1.0,1.3,Higher,2.0,0.0,1.0,Malad West,500.0,1,Unfurnished,New,19.1852851,72.8358611
5.0,6.75,Middle,5.0,0.0,2.0,Goregaon East,2800.0,1,Fully Furnished,Relatively New,19.1692623,72.8552548
3.0,3.05,Middle,3.0,0.0,1.0,Kandivali East,1265.0,1,Fully Furnished,Mid Age,19.2051958,72.8626165
4.0,5.93,Unknown,4.0,0.0,2.0,Jogeshwari,2200.0,1,Unknown,Relatively New,19.1348994,72.8488199
2.0,1.75,Middle,2.0,2.0,1.0,Kandivali East,1125.0,1,Semi Furnished,New,19.2051958,72.8626165
2.0,0.9,Unknown,2.0,3.0,1.0,Mira Road East,990.0,0,Unknown,Relatively New,19.286025,72.868886
3.0,7.9,Lower,1.0,0.0,1.0,Malabar Hill,1400.0,1,Fully Furnished,Mid Age,18.9581616,72.8033665
1.0,0.57,Middle,2.0,3.0,1.0,Mira Road East,650.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,1.4,Higher,2.0,0.0,0.0,Mulund West,815.0,1,Semi Furnished,Old,19.1719717,72.9511956
3.0,2.06,Higher,3.0,1.0,1.0,Malad West,1062.0,1,Semi Furnished,Relatively New,19.1852851,72.8358611
3.0,3.25,Higher,3.0,1.0,2.0,Kandivali East,1600.0,0,Semi Furnished,Relatively New,19.2051958,72.8626165
3.0,2.5,Middle,3.0,0.0,1.0,Kurla West,1300.0,1,Semi Furnished,Relatively New,19.0686026,72.876583
2.0,2.3,Higher,2.0,0.0,1.0,Chembur,800.0,1,Unfurnished,Relatively New,19.054818,72.8979713
2.0,2.25,Middle,2.0,0.0,1.0,Kandivali West,723.0,1,Unfurnished,New,19.2055321,72.8399273
2.0,1.11,Unknown,2.0,0.0,1.0,Hariyali,900.0,1,Unknown,Relatively New,19.1136865,72.929775
2.0,2.12,Middle,2.0,0.0,2.0,Mulund West,920.0,1,Semi Furnished,Relatively New,19.1719717,72.9511956
2.0,2.8,Higher,2.0,3.0,1.0,Goregaon West,1100.0,1,Unfurnished,Relatively New,19.1633281,72.8411995
1.0,0.95,Higher,2.0,0.0,1.0,Borivali West,650.0,1,Semi Furnished,Mid Age,19.2298129,72.8471376
5.0,23.31,Unknown,4.0,0.0,2.0,Mahalaxmi,3050.0,1,Unknown,Mid Age,19.105218,72.828165
2.0,1.72,Unknown,2.0,0.0,1.0,Mulund East,900.0,1,Unknown,Relatively New,19.1704719,72.9610447
2.0,0.95,Higher,2.0,4.0,1.0,Mira Road East,1060.0,1,Unfurnished,Mid Age,19.286025,72.868886
3.0,2.23,Unknown,3.0,0.0,2.0,Kandivali West,1400.0,1,Unknown,Relatively New,19.2055321,72.8399273
3.0,3.25,Middle,3.0,2.0,2.0,Madh,1680.0,1,Semi Furnished,Mid Age,19.1375285,72.7918857
2.0,3.5,Middle,2.0,2.0,2.0,Vikhroli East,810.0,1,Semi Furnished,Relatively New,19.1172592,72.9355194
3.0,7.5,Unknown,3.0,1.0,2.0,Bandra West,1750.0,0,Unknown,Mid Age,19.0583358,72.8302669
2.0,1.82,Middle,2.0,0.0,1.0,Wadala East,955.0,1,Unfurnished,Mid Age,19.0210175,72.8568955
4.0,6.5,Higher,1.0,0.0,3.0,Borivali West,2856.0,1,Unfurnished,Relatively New,19.2298129,72.8471376
1.0,0.66,Middle,1.0,1.0,1.0,Mira Road East,550.0,1,Unknown,New,19.286025,72.868886
3.0,6.25,Lower,3.0,0.0,2.0,Santacruz West,1700.0,1,Fully Furnished,Mid Age,19.0844004,72.8372899
3.0,3.5,Higher,3.0,3.0,1.0,Santacruz East,1125.0,1,Semi Furnished,Mid Age,19.0781806,72.8677752
1.0,3.25,Middle,1.0,0.0,0.0,Worli,750.0,1,Fully Furnished,Old,18.9988405,72.8170327
4.0,10.5,Higher,4.0,1.0,1.0,Powai,2790.0,1,Semi Furnished,Mid Age,19.1187195,72.9073476
1.0,0.65,Unknown,2.0,0.0,1.0,Mira Road East,693.0,0,Unknown,Relatively New,19.286025,72.868886
4.0,5.0,Higher,4.0,0.0,1.0,Kandivali East,2150.0,1,Unfurnished,Relatively New,19.2051958,72.8626165
3.0,4.8,Higher,3.0,2.0,2.0,Andheri West,1430.0,1,Semi Furnished,Relatively New,19.1172495,72.833968
2.0,1.75,Higher,2.0,0.0,1.0,Kanjurmarg East,1016.0,1,Fully Furnished,Relatively New,19.124102,72.9385562
1.0,1.3,Middle,2.0,0.0,0.0,Chembur,550.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,1.21,Higher,2.0,0.0,1.0,Ghatkopar East,560.0,1,Unfurnished,Relatively New,19.0833438,72.9123246
1.0,0.84,Unknown,2.0,0.0,0.0,Goregaon West,362.0,0,Unknown,Relatively New,19.1633281,72.8411995
2.0,2.17,Middle,2.0,0.0,1.0,Borivali West,1050.0,1,Unfurnished,New,19.2298129,72.8471376
2.0,0.7,Higher,1.0,0.0,1.0,Vasai West,900.0,1,Unknown,Relatively New,19.3919,72.8054
3.0,2.0,Middle,3.0,0.0,1.0,Chembur,850.0,1,Unfurnished,Relatively New,19.054818,72.8979713
2.0,3.0,Unknown,2.0,0.0,1.0,Mumbai Central,986.0,0,Unknown,Mid Age,18.9695855,72.8193152
4.0,4.8,Middle,1.0,0.0,2.0,Mulund West,2400.0,1,Fully Furnished,Relatively New,19.1719717,72.9511956
3.0,2.79,Unknown,3.0,0.0,1.0,Andheri East,927.0,1,Unknown,Relatively New,19.1158835,72.854202
1.0,1.3,Middle,2.0,0.0,1.0,Chembur,750.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
3.0,9.5,Lower,3.0,0.0,2.0,Parel,2100.0,1,Fully Furnished,Relatively New,18.9883872,72.8394086
4.0,9.39,Middle,4.0,2.0,3.0,Andheri West,3300.0,1,Semi Furnished,Relatively New,19.1172495,72.833968
0.5,0.25,Unknown,1.0,2.0,1.0,Mira Road East,311.0,0,Unknown,Relatively New,19.286025,72.868886
2.0,2.1,Middle,2.0,1.0,1.0,Chembur,1250.0,1,Semi Furnished,Mid Age,19.054818,72.8979713
2.0,3.5,Middle,2.0,1.0,2.0,Powai,1250.0,1,Semi Furnished,New,19.1187195,72.9073476
2.0,3.5,Lower,2.0,0.0,1.0,Mahim,940.0,1,Unknown,Old,19.0427721,72.8407925
2.0,2.25,Middle,2.0,0.0,1.0,Mulund West,1050.0,1,Fully Furnished,Relatively New,19.1719717,72.9511956
1.0,0.34,Middle,2.0,2.0,1.0,Virar West,620.0,1,Semi Furnished,Relatively New,19.455,72.811
4.0,4.26,Middle,3.0,0.0,3.0,Vikhroli East,1951.0,1,Unknown,Mid Age,19.1172592,72.9355194
1.0,0.29,Higher,3.0,0.0,1.0,Nalasopara West,595.0,1,Unfurnished,Mid Age,19.012455,72.835058
2.0,0.62,Middle,2.0,1.0,1.0,Thane West,750.0,1,Unfurnished,Relatively New,19.2596635,72.9690861
1.0,1.32,Unknown,2.0,0.0,1.0,Kandivali West,600.0,1,Unknown,Relatively New,19.2055321,72.8399273
2.0,1.9,Unknown,2.0,0.0,1.0,Andheri West,900.0,1,Unknown,Relatively New,19.1172495,72.833968
3.0,16.0,Higher,3.0,1.0,2.0,Juhu,2200.0,1,Fully Furnished,Old,19.1070215,72.8275275
1.0,1.1,Higher,2.0,0.0,1.0,Andheri East,650.0,1,Fully Furnished,Mid Age,19.1158835,72.854202
2.0,1.85,Higher,2.0,1.0,1.0,Chembur,925.0,1,Fully Furnished,Mid Age,19.054818,72.8979713
1.0,0.36,Middle,1.0,2.0,0.0,Virar West,400.0,1,Semi Furnished,Mid Age,19.455,72.811
3.0,0.95,Higher,3.0,1.0,2.0,Goregaon East,1100.0,1,Unfurnished,Mid Age,19.1692623,72.8552548
3.0,2.4,Lower,4.0,0.0,2.0,Mulund West,1300.0,1,Fully Furnished,Mid Age,19.1719717,72.9511956
